make,model,engine_code,engine_name,displacement,oilNorm,oilCapacity,brakeFluidType,coolantType,gearboxOilType,gearboxOilCapacity,issues,issues
Ford,Focus II,2.0TDCi,2.0L TDCi Diesel,2.0L,5W-40,4.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Focus III,1.0T,1.0L EcoBoost,1.0L,5W-30,3.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Focus III,1.5T,1.5L EcoBoost,1.5L,5W-30,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Focus III,2.0T,2.0L EcoBoost,2.0L,5W-30,4.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Focus IV,1.0T,1.0L EcoBoost,1.0L,0W-20,3.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Focus IV,1.5T,1.5L EcoBoost,1.5L,0W-20,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Focus IV,1.5D,1.5L EcoBlue Diesel,1.5L,5W-30,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Ford,Mondeo I,MONDEO-I-GEN,Generic Mondeo I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Mondeo II,MONDEO-II-GEN,Generic Mondeo II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Mondeo III,MONDEO-III-GEN,Generic Mondeo III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Mondeo IV,MONDEO-IV-GEN,Generic Mondeo IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Ranger,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Ranger Raptor,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Territory,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Ford,Transit Minibus,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Haval H6 I,HAVAL-H6-I-GEN,Generic Haval H6 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Haval H6 II,HAVAL-H6-II-GEN,Generic Haval H6 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Haval H9 I,HAVAL-H9-I-GEN,Generic Haval H9 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Haval H9 II,HAVAL-H9-II-GEN,Generic Haval H9 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Ora I,ORA-I-GEN,Generic Ora I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Ora II,ORA-II-GEN,Generic Ora II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Wey VV6 I,WEY-VV6-I-GEN,Generic Wey VV6 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Wey VV6 II,WEY-VV6-II-GEN,Generic Wey VV6 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
GWM,Tank 300,2.0L Turbo 227,2.0L Turbo Gasoline,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Synthetic,3.2L,generic_specs,generic_specs
Honda,Accord,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Accord I,ACCORD-I-GEN,Generic Accord I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Accord II,ACCORD-II-GEN,Generic Accord II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Accord III,ACCORD-III-GEN,Generic Accord III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Accord IV,ACCORD-IV-GEN,Generic Accord IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,City,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Civic,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Civic Hybride,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Civic I,D16Y7,1.6L SOHC,1.6L,10W-40,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic I,D16Y8,1.6L SOHC VTEC,1.6L,10W-40,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic I,1.5,1.5L 16V,1.5L,10W-40,3.8L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic II,1.3,1.3L i-VTEC,1.3L,5W-30,3.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic II,1.5,1.5L i-VTEC,1.5L,5W-30,3.8L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic II,1.8,1.8L i-VTEC,1.8L,5W-30,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic III,1.3,1.3L i-VTEC,1.3L,5W-30,3.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic III,1.5T,1.5L Turbo,1.5L,5W-30,3.8L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic III,1.8,1.8L i-VTEC,1.8L,5W-30,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic IV,1.5T,1.5L Turbo,1.5L,0W-20,3.8L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic IV,2.0,2.0L i-VTEC,2.0L,0W-20,4.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic IV,2.0T,2.0L Turbo Type R,2.0L,0W-20,4.5L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Honda,Civic Type R,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,CR-V,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,CR-V Hybride,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,HR-V,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,Jazz,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Honda,ZR-V,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Bayon,1.2MPI,1.2L MPI,1.2L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Bayon,1.0T,1.0L Turbo,1.0L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Creta,1.5MPI,1.5L MPI,1.5L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Creta,1.4T,1.4L Turbo,1.4L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Elantra II,G4FC,1.6L MPi,1.6L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,Elantra II,G4KD,2.0L MPi,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Elantra III,G4FD,1.6L Gamma,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Elantra III,G4NA,2.0L Nu,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Grand i10,1.0,1.0L 3-cyl,1.0L,5W-30,3.2L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Grand i10,1.2,1.2L 4-cyl,1.2L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Grand i10 I,G4HG,1.0L 3-cyl,1.0L,5W-30,3.2L,DOT 4,Ethylene Glycol,Manual,2.8L,generic_specs,generic_specs
Hyundai,Grand i10 I,G4LA,1.2L 4-cyl,1.2L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,Grand i10 II,G4LC,1.2L 4-cyl,1.2L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,Grand i10 II,1.0T,1.0L Turbo,1.0L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,Grand i10 Populaire,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Grand i10 Sedan,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Hyundai i20,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,i20 I,G4FA,1.4L 16V,1.4L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i20 I,G4FC,1.6L 16V,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.2L,generic_specs,generic_specs
Hyundai,i20 II,Kappa 1.2,1.2L MPI,1.2L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,2.8L,generic_specs,generic_specs
Hyundai,i20 II,Gamma 1.4,1.4L MPI,1.4L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i20 II,1.0T,1.0L Turbo,1.0L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i20 III,1.2,1.2L MPI,1.2L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i20 III,1.0T,1.0L Turbo,1.0L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i20 III,1.0T 120,1.0L Turbo,1.0L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i30 Fastback,1.6MPI,1.6L MPI,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,i30 Fastback,1.5T,1.5L Turbo,1.5L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,i30 I,G4FA,1.4L MPI,1.4L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,i30 I,G4FC,1.6L MPI,1.6L,5W-30,4.2L,DOT 4,Ethylene Glycol,Manual,3.2L,generic_specs,generic_specs
Hyundai,i30 II,G4FD,1.6L MPI,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,i30 II,G4NA,2.0L MPI,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,4.0L,generic_specs,generic_specs
Hyundai,i30 III,1.6D,1.6L Diesel,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Ioniq 5 N,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Ioniq 6,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Kona,1.0T,1.0L Turbo,1.0L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Kona,1.6T,1.6L Turbo,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Kona I,1.0T,1.0L Turbo,1.0L,5W-30,3.5L,DOT 4,Ethylene Glycol,Manual,3.0L,generic_specs,generic_specs
Hyundai,Kona I,1.6T,1.6L Turbo,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,4.0L,generic_specs,generic_specs
Hyundai,Kona I,1.6D,1.6L Diesel,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Staria 11 places,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Staria 9 places,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Tucson,2.0MPI,2.0L MPI,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Tucson,1.6T,1.6L Turbo,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Tucson II,G4KD,2.0L MPI,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,4.0L,generic_specs,generic_specs
Hyundai,Tucson III,2.0,2.0L MPI,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,4.0L,generic_specs,generic_specs
Hyundai,Tucson III,1.6T,1.6L Turbo,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,4.0L,generic_specs,generic_specs
Hyundai,Tucson III,1.7D,1.7L CRDi,1.7L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Hyundai,Tucson IV,1.6D,1.6L Diesel,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Automatic,4.5L,generic_specs,generic_specs
Hyundai,Venue,1.2,1.2L MPI,1.2L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Cherokee I,CHEROKEE-I-GEN,Generic Cherokee I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Cherokee II,CHEROKEE-II-GEN,Generic Cherokee II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Cherokee III,CHEROKEE-III-GEN,Generic Cherokee III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Cherokee IV,CHEROKEE-IV-GEN,Generic Cherokee IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Compass,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Renegade,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Wrangler,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Wrangler I,WRANGLER-I-GEN,Generic Wrangler I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Wrangler II,WRANGLER-II-GEN,Generic Wrangler II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Wrangler III,WRANGLER-III-GEN,Generic Wrangler III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Wrangler IV,WRANGLER-IV-GEN,Generic Wrangler IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jeep,Wrangler Unlimited,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,Dashing,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,T2,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,T200,1.5L TGDI 147,1.5L Turbo Gasoline,1.5L,5W-30,4L,DOT 4,Ethylene Glycol,Synthetic,3L,generic_specs,generic_specs
Jetour,X70 I,X70-I-GEN,Generic X70 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,X70 II,X70-II-GEN,Generic X70 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,X70 Plus,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,X90 I,X90-I-GEN,Generic X90 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Jetour,X90 II,X90-II-GEN,Generic X90 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Cerato I,CERATO-I-GEN,Generic Cerato I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Cerato II,CERATO-II-GEN,Generic Cerato II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Cerato III,CERATO-III-GEN,Generic Cerato III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,EV6 GT,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,EV9,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Niro Hybride,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Picanto,1.0,1.0L 3-cyl,1.0L,5W-30,3.2L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Picanto,1.2,1.2L 4-cyl,1.2L,5W-30,3.8L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Picanto Populaire,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Seltos,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sonet,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sorento Hybride,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sportage,2.0MPI,2.0L MPI,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sportage I,SPORTAGE-I-GEN,Generic Sportage I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sportage II,SPORTAGE-II-GEN,Generic Sportage II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sportage III,SPORTAGE-III-GEN,Generic Sportage III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Kia,Sportage IV,SPORTAGE-IV-GEN,Generic Sportage IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Lybra I,LYBRA-I-GEN,Generic Lybra I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Lybra II,LYBRA-II-GEN,Generic Lybra II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Lybra III,LYBRA-III-GEN,Generic Lybra III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Lybra IV,LYBRA-IV-GEN,Generic Lybra IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Ypsilon I,YPSILON-I-GEN,Generic Ypsilon I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Ypsilon II,YPSILON-II-GEN,Generic Ypsilon II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Lancia,Ypsilon III,YPSILON-III-GEN,Generic Ypsilon III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mazda,Mazda3 I,MAZDA3-I-GEN,Generic Mazda3 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mazda,Mazda3 II,MAZDA3-II-GEN,Generic Mazda3 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mazda,Mazda3 III,MAZDA3-III-GEN,Generic Mazda3 III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mazda,Mazda5 I,MAZDA5-I-GEN,Generic Mazda5 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mazda,Mazda5 II,MAZDA5-II-GEN,Generic Mazda5 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mazda,Mazda5 III,MAZDA5-III-GEN,Generic Mazda5 III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,C-Class I,C-CLASS-I-GEN,Generic C-Class I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,C-Class II,C-CLASS-II-GEN,Generic C-Class II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,C-Class III,C-CLASS-III-GEN,Generic C-Class III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,C-Class IV,C-CLASS-IV-GEN,Generic C-Class IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,E-Class I,E-CLASS-I-GEN,Generic E-Class I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,E-Class II,E-CLASS-II-GEN,Generic E-Class II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,E-Class III,E-CLASS-III-GEN,Generic E-Class III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,E-Class IV,E-CLASS-IV-GEN,Generic E-Class IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,GLK I,GLK-I-GEN,Generic GLK I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,GLK II,GLK-II-GEN,Generic GLK II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,GLE I,GLE-I-GEN,Generic GLE I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Mercedes,GLE II,GLE-II-GEN,Generic GLE II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
MG,3 Hybrid+,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
